adminCode,adminCode2,Dong,salary_20,salary_30,salary_40,salary_50,salary_60above,salary_male,salary_female,salary_avg,salary_weight1_under2000,salary_weight2_under3000,salary_weight3_under4000,salary_weight4_under5000,salary_weight5_above5000,business_건설업,"business_공공행정,국방및사회보장행정",business_교육서비스업,business_금융및보험업,business_도매및소매,business_방송통신및정보서비스업,business_보건및사회복지서비스업,business_부동산및임대업,business_사업시설관리및사업지원서비스업,business_숙박및음식점업,"business_예술,스포츠및여가관련서비스업",business_운수업,"business_전문,과학및기술서비스업",business_제조업,"business_하수처리,폐기물재활용및환경복원","business_협회및단체,수리및기타개인서비스업",business_total,sales_음식및음료,sales_소매및판매,sales_문화및여가,sales_서비스,sales_의료,sales_교육,sales_10,sales_20,sales_30,sales_40,sales_50,sales_60above,sales_sum,transport_0006,transport_0612,transport_1218,transport_1824,transport_sum,bus_sum,workers_건설업,"workers_공공 행정, 국방 및 사회보장 행정",workers_광업,workers_교육 서비스업,workers_금융 및 보험업,"workers_농업, 임업 및 어업",workers_도매 및 소매,workers_방송통신 및 정보서비스업,workers_보건 및 사회복지 서비스업,workers_부동산 및 임대업,workers_사업시설 관리 및 사업 지원 서비스업,workers_숙박 및 음식점업,"workers_예술, 스포츠 및 여가관련 서비스업",workers_운수업,"workers_전기, 가스, 증기 및 수도사업","workers_전문, 과학 및 기술 서비스업",workers_제조업,"workers_하수 처리, 폐기물 재활용 및 환경 복원","workers_협회 및 단체, 수리 및 기타 개인 서비스업",workers_total,popLiv_total,popLiv_male0,popLiv_male10,popLiv_male20,popLiv_male30,popLiv_male40,popLiv_male50,popLiv_male60,popLiv_male70above,popLiv_male,popLiv_female0,popLiv_female10,popLiv_female20,popLiv_female30,popLiv_female40,popLiv_female50,popLiv_female60,popLiv_female70above,popLiv_female,popLiv_0006,popLiv_0612,popLiv_1218,popLiv_1824,popReg_total,popReg_0,popReg_10,popReg_20,popReg_30,popReg_40,popReg_50,popReg_60,popReg_70,popReg_80above,popReg_kor,popReg_fori,popReg_male,popReg_female,house_detached,house_apt,house_total,business_total,business_ceo_male,business_ceo_male,business_ceo_20,business_ceo_30,business_ceo_40,business_ceo_50,business_ceo_60,business_ceo_70above,business_개인사업체,business_회사법인,business_회사이외법인,business_비법인단체,business_국가지자체,car_total
11140580,1102058,장충동,2697,3443,4383,4628,3625,4058,3401,3759,9,23,31,20,17,12,0,14,0,219,35,0,30,12,165,18,0,85,112,0,66,768,1126178823,1461406385,178402621,389842773,151426165,10103226,745064532,14534535790,14015205809,12589042820,14281195878,17164600608,73329645437,33523,452370,670070,385718,1541681,13,502,43,0,110,78,0,1331,493,63,261,208,2462,408,45,190,983,438,5,342,7962,12414,124,311,1464,1185,1139,988,552,376,6143,150,360,1430,1175,995,834,536,449,5932,8505,13258,16601,11293,5384,166,331,1694,789,591,650,568,352,243,4603,781,2412,2172,391,197,588,908,654,254,11,79,252,328,164,74,544,274,50,32,8,1308
11140590,1102059,광희동,2719,4179,4500,4410,3808,4522,3542,4105,7,24,26,20,24,32,0,29,87,5033,93,38,170,75,684,50,86,407,2783,0,234,9801,5538942734,17080478634,2346349126,524013999,1307146749,0,7305651362,1.54E+11,1.96E+11,1.66E+11,1.23E+11,85768497254,7.32E+11,45920,221778,598569,527145,1393412,20,256,1126,0,230,1501,0,13041,992,1237,940,1562,2650,165,714,0,4155,6810,0,678,36057,23658,207,481,2054,2552,2463,2094,1250,789,11894,170,518,2053,2533,1899,1656,1059,887,10779,14909,24313,33681,21729,7013,160,264,1838,1380,809,895,901,513,253,5551,1462,2608,2588,450,1206,1656,9459,6261,3198,227,1239,2518,3365,1656,454,8316,1026,72,37,8,2443
11140605,1102060,을지로동,2375,3389,4217,4218,3525,3991,3301,3764,8,23,30,22,16,63,0,21,78,3885,143,43,165,96,566,63,82,491,3766,0,229,9691,3456041205,2782222038,118637098,904713913,1340607319,1765277,578121303,24758682734,44956118376,54631590816,53390740555,48855186065,2.27E+11,15435,198986,698367,747315,1660103,16,282,555,0,128,2311,0,9171,1385,797,402,1815,1962,139,502,0,1753,8701,0,581,30484,18515,99,157,1192,1978,2314,2395,1456,1084,10678,103,217,989,1665,1480,1250,803,579,7089,6914,21707,30570,14867,2260,79,65,367,488,283,305,380,197,96,2012,248,1018,640,101,257,358,10028,7886,2142,111,705,2497,4068,1992,655,8868,1018,88,49,5,1671
11140615,1102069,신당동,2562,3335,4032,4259,3348,3842,3319,3595,9,28,30,20,13,5,5,6,25,10365,18,16,197,80,337,34,20,140,542,0,135,11925,2278546186,3368233380,100817560,841872221,897175504,12419764,1680904841,32250935354,38692226682,36344477167,35081869023,21974234188,1.66E+11,23665,225422,302052,236541,787680,8,22,538,0,522,404,0,20183,105,217,846,1098,975,151,254,0,421,1558,27,220,27541,23048,163,444,1671,2742,2294,1811,1159,809,11096,246,398,1477,2495,2126,1924,1365,1165,11201,22168,23285,23954,22786,9072,284,287,2095,1588,1141,1436,1219,670,353,7573,1499,3761,3893,968,973,1941,12641,6163,6478,460,3734,3849,3115,1210,273,12134,419,35,41,12,3333
11140625,1102070,다산동,2556,3411,4105,4366,3393,3935,3386,3672,9,23,32,21,14,34,0,18,0,398,35,40,53,26,173,23,8,80,151,0,105,1144,2128006824,1274449029,367757004,282436749,1011792392,296061450,1192745335,26703463882,30464000128,29639855863,25010737925,17501647333,1.31E+11,4768,40449,36849,21875,103941,8,339,15,0,408,88,0,1591,340,336,232,2582,595,68,86,0,1041,598,6,298,8623,15299,436,514,1039,1347,1243,1138,743,740,7203,505,483,1064,1506,1176,1078,950,1096,7860,14753,15730,15656,15058,13926,486,742,2338,2289,1838,2243,2071,1186,736,13450,476,6533,6959,865,472,1337,1430,979,451,24,221,423,487,199,76,1069,277,32,48,4,3383
11140635,1102071,약수동,2635,3850,5039,5037,3905,4782,3819,4329,7,18,26,19,30,5,0,38,0,208,0,38,44,0,132,17,0,13,32,0,78,605,1194148382,1765959561,97555476,299604762,1126011813,410584502,749400671,13279872467,22681415095,29679605990,27139400619,26451310175,1.20E+11,12098,223630,239779,175228,650735,12,78,80,0,177,44,0,725,60,664,233,106,385,78,45,0,77,133,22,158,3065,14501,543,403,718,1123,1183,1019,788,791,6571,464,410,837,1351,1185,1099,1030,1461,7841,15389,14047,13269,15301,16533,885,948,1870,2300,2349,2695,2731,1640,1120,16317,216,7587,8825,168,5344,5512,906,541,365,9,109,288,274,171,55,725,128,24,22,7,4737
11140645,1102072,청구동,2596,3767,4676,4715,3808,4495,3641,4092,7,19,27,21,26,6,0,35,0,185,21,6,17,6,80,6,0,15,82,0,54,513,447443805,1244846367,26086400,381752472,338510951,169883090,512626964,9752782500,12482354955,14381543619,12276479128,7968804429,57374591595,13519,168634,208480,187573,578206,5,181,16,0,420,32,0,704,99,137,67,1361,253,79,31,0,105,422,5,124,4036,11052,540,523,607,848,778,788,552,547,5186,426,424,706,1026,854,852,702,884,5877,13021,11117,9270,10802,13395,673,789,1767,2188,1763,2202,2084,1145,787,13147,248,6285,6971,484,3844,4328,813,545,268,17,119,263,254,122,38,670,106,17,18,2,3571
11140650,1102065,신당5동,2523,3589,4311,4315,3417,4108,3433,3789,10,23,30,19,19,17,0,5,0,369,0,34,29,6,212,27,13,8,246,0,114,1080,1463025545,1171670777,179116926,242419082,871772829,39390780,858800071,11943595738,15397809467,21933273206,26799756228,20245016878,97178251588,3950,38790,68147,64411,175298,9,74,393,0,266,111,0,927,32,245,78,46,537,91,59,0,57,915,0,228,4059,8170,192,225,540,671,653,667,482,352,3784,222,245,577,748,648,723,517,582,4265,8182,7795,7907,8795,10472,501,510,1639,1802,1458,1849,1445,811,460,10148,324,4920,5241,607,2279,2886,1346,870,476,42,183,368,483,197,73,1197,105,15,25,4,2973
11140665,1102073,동화동,2687,3853,4746,4920,3913,4652,3807,4256,7,18,25,20,30,11,0,15,0,260,6,17,42,0,84,17,0,13,242,0,47,754,688861949,1040192007,36333559,317295978,443017380,286505443,628109663,9247475472,12969338282,20014318690,16427367608,9444111749,68730721464,4510,82836,88128,74980,250454,4,58,20,0,252,63,0,1042,59,151,145,24,250,68,14,0,58,1396,0,204,3804,11080,332,397,654,817,904,904,650,556,5217,273,391,754,944,843,964,753,932,5858,11456,10932,10805,11127,10184,610,793,1225,1329,1426,1884,1587,797,534,10002,182,4830,5218,224,2610,2834,932,637,295,21,152,316,289,122,32,797,101,13,17,4,2894
11140670,1102067,황학동,2676,3818,4721,4623,3613,4336,3660,4022,7,22,29,19,24,6,0,0,0,1167,7,14,39,6,284,14,10,12,213,0,105,1877,1724429408,2019620536,83414840,264448064,860448302,60591402,750305882,20546881089,34055535652,35897349445,41660670916,33703422514,1.67E+11,3799,58039,103515,53095,218448,7,49,18,0,75,83,0,2591,30,115,154,1519,707,28,50,0,41,403,0,235,6098,12964,428,241,802,1355,1086,932,662,524,6033,405,273,865,1459,1017,894,715,861,6492,13493,12828,12760,12775,13693,735,506,2539,3089,1948,1898,1631,896,453,12812,881,5960,6598,612,2823,3435,2038,1394,644,53,203,450,814,408,110,1876,136,10,14,2,3428
11140680,1102068,중림동,2664,3888,4817,4804,3686,4567,3685,4156,7,19,27,19,27,11,0,19,19,319,33,17,57,21,194,5,49,39,82,0,81,946,1608550966,1015640075,75988119,258393779,526913083,53582241,792826803,13878751635,21022916104,22083305968,18917021493,12428269895,89123091898,11834,82121,94237,81957,270149,10,54,37,0,556,739,0,1397,1134,203,299,339,615,106,471,0,927,423,30,452,7782,8221,232,200,461,793,892,748,440,339,4108,136,158,423,880,778,623,419,482,3904,6912,8616,9768,7587,12296,966,721,1316,2112,2091,1927,1649,957,564,11975,321,5979,6061,259,3455,3714,1058,728,330,12,122,291,355,201,77,746,225,46,36,5,3857
11170510,1103051,후암동,2768,3727,4449,4772,3589,4357,3640,4020,7,19,27,24,23,0,0,8,0,210,6,5,23,0,139,0,0,0,21,0,56,468,1287004579,1376379829,10084350,254427030,504736209,141614856,871506264,13587944918,20469232317,24192371785,19465923678,14968308817,93555287779,14108,326564,349053,207103,896828,19,254,96,0,229,31,0,588,518,293,71,1363,412,105,5,0,48,131,0,225,4369,13440,470,513,841,1223,1119,990,688,531,6377,328,456,799,1280,1145,1026,886,997,6920,15390,13606,11832,12931,16740,803,1127,2381,2890,2479,2719,2322,1241,788,16239,501,7981,8401,1470,618,2088,858,538,320,29,106,224,285,145,69,742,63,21,22,10,4040
11170520,1103052,용산2가동,2713,3466,4331,4237,3446,3996,3472,3751,9,21,30,23,17,0,0,6,0,101,0,5,7,0,99,5,0,0,9,0,27,259,1298730871,562837262,14148639,43487187,276258641,31988776,448550148,16551241755,16085762077,9186011216,7114022556,5616057267,55001645019,9065,128996,185943,160830,484834,27,7,1071,0,424,22,0,252,60,77,19,90,395,71,35,0,27,93,0,94,2737,11311,264,375,1048,1233,1057,671,506,434,5592,234,360,778,1163,919,683,623,737,5500,11035,11362,11105,11740,10316,332,522,1632,2078,1498,1404,1426,875,549,9008,1308,4402,4715,1105,374,1479,614,415,199,22,133,123,168,129,39,531,52,16,9,6,2144
11170530,1103053,남영동,2821,3664,4568,4576,3725,4261,3588,3972,7,23,27,22,21,18,0,33,66,413,39,41,52,43,455,55,20,54,67,0,118,1474,4179927239,1980395864,578940485,531871144,1251654456,189699964,3054300541,51274358970,49282214392,49757605203,35877128084,20901621176,2.10E+11,18524,320224,419380,371251,1129379,21,3229,65,0,319,2536,0,1677,475,413,194,895,2259,284,853,7,1599,338,15,523,15681,17526,222,367,1465,1966,1874,1629,1016,718,9259,167,405,1302,1712,1302,1150,822,758,7621,9463,19815,24793,16034,7552,155,261,974,1159,990,1598,1469,623,327,7072,480,4326,2785,661,440,1101,1706,1087,619,40,235,448,531,317,135,1115,456,78,52,5,2602
11170555,1103071,청파동,2753,3545,4308,4603,3570,4136,3445,3805,7,21,29,24,18,19,0,26,0,353,34,6,34,6,375,15,7,25,359,0,157,1416,2968695323,1792554341,269222470,862638241,598286369,107743678,4529141255,51079042933,32933902865,35500074441,29738633940,16575452569,1.70E+11,16272,336507,504379,449246,1306404,24,187,26,0,2758,50,0,979,355,398,175,278,1116,109,210,0,575,1347,0,559,9122,22914,354,839,1688,2003,1689,1502,939,737,9755,473,1097,3451,2197,1592,1492,1029,1384,12720,22446,23567,23380,22264,19856,559,1049,4537,3466,2490,3050,2511,1378,820,19079,777,8895,10214,1837,74,1911,1890,1224,666,50,266,516,633,307,118,1600,181,55,46,8,4299
11170560,1103072,원효로1동,2938,4155,5481,5499,4307,5137,4081,4638,4,15,23,21,36,19,0,26,25,805,75,31,63,12,279,30,24,80,130,0,93,1692,1972201114,1668958058,195170360,968448279,714500276,103593012,1335461141,23968831082,38380346155,33970296584,24275176702,14537197622,1.36E+11,3444,87114,91496,62060,244114,24,413,402,0,282,444,0,3653,320,252,304,758,818,79,246,52,691,480,0,224,9418,20463,648,554,1363,2412,2085,1433,839,614,9951,801,583,1342,2570,1691,1348,904,742,9986,20170,21276,20916,19491,17781,1235,1014,2966,4286,2839,2311,1827,839,467,17149,632,7958,9112,563,3405,3968,1917,1373,544,39,363,595,569,253,98,1284,569,22,35,7,6326
11170570,1103057,원효로2동,2798,3980,5093,5459,4224,5037,4042,4586,5,15,21,22,37,12,0,24,5,579,25,6,34,11,102,8,0,12,19,0,85,922,456939083,676620522,45034051,298029986,166640716,186348910,429165570,6473700795,12730086919,16781809633,11464423598,6571307117,54450493632,2711,64481,58644,32418,158254,25,163,18,0,429,79,0,2584,645,103,721,1439,285,28,62,0,123,149,54,522,7404,16124,652,582,878,1416,1441,1212,803,691,7679,366,832,1298,1480,1249,1192,1020,1222,8663,18418,16440,14478,15160,13779,794,1051,1940,2229,2054,2262,1863,964,626,13668,111,6453,7241,534,3216,3750,1127,841,286,15,168,355,344,198,47,744,341,19,20,3,5032
11170580,1103058,효창동,2705,3848,4840,4903,3888,4658,3821,4266,6,17,24,23,30,11,0,17,0,100,0,7,9,0,45,0,0,0,5,0,30,224,310078879,747304845,136286101,147036667,472697731,219427294,321003193,5631470686,10179933527,11901342084,10207127596,8117846425,46358723511,2492,67036,61496,30700,161724,14,483,17,0,224,19,0,462,86,338,50,80,131,21,42,0,41,53,0,238,2285,9488,280,396,555,773,742,614,421,385,4170,359,391,844,921,763,722,546,736,5285,9145,9660,9214,9933,10902,804,709,1635,2060,1652,1755,1198,651,439,10764,138,5089,5613,271,1584,1855,479,335,144,4,44,131,167,95,38,327,92,32,25,3,3113
11170590,1103059,용문동,2745,3947,4989,5189,4031,4816,3937,4410,5,16,23,23,33,6,0,16,0,196,0,10,16,0,100,5,6,0,14,0,66,435,597296066,704028596,66929048,136386037,321791854,103686491,440937807,5631192256,10724459308,16333643980,16893178111,16630748451,66654159913,1684,29981,33943,19899,85507,16,54,14,0,80,16,0,647,64,142,62,7,237,22,17,0,5,116,0,112,1595,8192,303,327,469,657,696,580,419,324,3777,235,270,528,785,655,681,562,643,4363,10523,7835,6249,8162,11613,640,678,1694,1940,1615,1928,1612,958,550,11498,115,5551,6011,443,2282,2725,656,385,271,13,75,171,222,131,44,582,56,6,11,1,3408
11170625,1103073,한강로동,2975,4132,5481,5817,4713,5269,4105,4742,4,16,22,22,37,48,5,32,41,2808,150,32,173,74,575,42,58,176,106,0,254,4574,7608401502,17950368057,1797119868,5138841988,1027955672,62306228,8972900752,1.72E+11,2.76E+11,2.68E+11,1.82E+11,1.02E+11,1.01E+12,20771,251309,392472,385565,1050117,42,962,649,0,529,1380,0,11558,3032,509,1290,4242,2382,238,1107,0,4924,457,41,1294,34594,52011,1036,1391,4866,6375,5645,3745,1976,1435,26472,1065,1338,3576,6162,4075,3370,2093,1929,23610,33999,52898,70990,50158,22769,1440,1191,3381,5147,3235,3559,2761,1258,801,21109,1660,10112,11171,905,5192,6097,4943,3703,1240,88,862,1646,1430,669,248,3096,1627,123,72,25,12342
11170630,1103063,이촌1동,3053,4664,6245,6560,4880,6273,4756,5596,3,10,14,18,55,6,0,30,11,225,0,29,60,0,182,6,0,0,0,0,74,623,2728610387,2513827557,165890100,553813874,1364402309,684498953,1017408867,15387972599,39439172028,59958448095,43182728607,46916380117,2.06E+11,2027,51556,71809,41448,166840,22,19,41,0,519,252,0,498,33,362,409,5,725,90,19,0,64,5,0,408,3449,25047,1182,1327,1013,1458,2212,1942,1279,1074,11490,1076,1121,1719,1979,2524,2139,1533,1961,14055,24508,25630,24492,25556,25567,2320,2762,2553,3030,4367,4477,3039,1636,1388,24960,607,11779,13304,431,9507,9938,836,438,398,12,111,210,249,178,76,678,78,23,48,9,12516
11170640,1103064,이촌2동,2766,3940,5106,5237,4187,4896,4019,4495,5,16,21,24,35,0,0,0,0,78,0,0,16,0,19,0,0,0,0,0,39,152,81493759,286772374,2183001,276562776,94783850,71836102,67321432,1671433775,4373436989,4732004748,3773235849,3211503482,17828936275,1277,30846,28008,17441,77572,9,14,44,0,5,23,0,153,0,39,72,0,36,0,0,0,0,17,22,63,488,6779,256,196,344,580,648,526,431,319,3304,180,227,393,612,527,538,491,539,3511,6987,6867,6316,6943,8036,458,499,800,1293,1168,1300,1339,722,460,7966,70,3764,4289,60,2783,2843,350,257,93,5,36,54,119,104,32,305,22,4,17,2,3493
11170650,1103065,이태원1동,2852,3615,4672,5124,4268,4546,3841,4222,6,20,25,22,26,0,0,0,0,744,0,0,33,9,502,0,0,14,44,0,82,1428,10218633237,4854476103,674858071,249115751,254810189,108118335,4645960944,1.75E+11,1.13E+11,54438279731,39342043864,20963677338,4.07E+11,13772,101598,191000,189062,495432,15,30,1611,0,92,116,0,1412,92,187,171,132,3096,16,19,0,160,80,0,177,7391,10766,135,220,1068,1388,1039,796,445,393,5487,157,214,680,1100,841,716,526,536,4774,9071,10128,12262,11605,7965,326,367,1350,1637,1178,1130,1061,540,378,6136,1829,3035,3084,815,712,1527,1716,956,760,79,356,509,474,235,63,1425,258,14,11,8,2345
11170660,1103066,이태원2동,2866,3641,4625,4832,3725,4352,3722,4046,7,21,24,25,24,0,0,0,6,124,0,11,29,0,214,0,0,10,0,0,36,430,2671410524,925141062,80533479,72507388,450243271,29703171,966595671,33398873792,30213888959,16867388012,13118681884,9305020215,1.04E+11,1628,37291,50619,38886,128424,18,158,18,0,157,50,0,722,80,61,321,8,858,34,13,0,95,41,0,75,2691,11457,217,313,797,1321,1184,706,430,413,5384,272,309,754,1436,1055,688,564,657,5740,12203,11503,10709,11412,10380,520,576,1528,2055,1663,1483,1251,746,560,8660,1720,4051,4717,1127,705,1832,788,501,287,41,220,185,194,103,45,636,126,7,15,4,2536
11170685,1103074,한남동,2907,4037,5117,5613,4768,5067,4099,4595,5,18,23,22,32,33,0,22,10,403,37,23,93,21,466,42,6,128,28,0,131,1443,7105558352,5264247837,704447769,878124777,1655928219,643988820,2206437950,93803682441,1.18E+11,76957771688,54765149546,45771427749,3.92E+11,8864,42062,76471,76804,204201,42,981,48,0,579,192,0,2717,1547,2028,408,836,3253,325,155,9,2301,193,0,606,16178,31259,738,681,2260,3523,3228,2303,1212,898,14845,667,733,1875,4062,2819,2140,1506,1571,15376,24944,31184,37011,31899,21841,1291,1411,2508,4194,3725,3457,2871,1481,904,19286,2555,9414,10116,1630,3626,5256,2082,1325,757,53,440,629,554,275,131,1353,628,47,48,6,7467
11170690,1103069,서빙고동,2685,3845,5427,6039,4535,5558,4047,4906,5,14,19,21,41,16,0,19,0,87,0,0,12,0,38,0,7,0,0,0,27,206,350811202,807628102,97712151,259021906,61835614,638960977,169176825,3545897375,11263441065,14632957592,8089472262,6767153738,44468098857,3410,82178,103120,47962,236670,24,682,41,0,191,27,0,867,441,39,185,21,222,448,281,0,80,38,0,554,4117,14669,436,723,734,1022,1323,1278,766,608,6894,524,715,1173,1163,1438,1248,802,961,8029,13519,15697,15905,13556,13424,797,1531,1672,1540,2420,2347,1663,738,719,12544,880,6093,6593,618,2608,3226,413,286,127,3,58,105,127,90,30,293,83,17,11,9,4689
11170700,1103070,보광동,2693,3411,4250,4472,3590,4035,3501,3784,9,23,27,24,17,0,0,11,0,166,0,14,21,0,152,9,0,6,9,0,109,497,1080877569,719563274,33317193,199393915,714429616,103975395,769574731,12789831498,15586553448,18046183119,14835090208,11274863621,73302096625,3288,65719,65041,30113,164161,11,13,24,0,275,29,0,372,5,171,70,36,389,22,6,0,58,19,36,250,1775,10342,263,434,798,1030,978,882,495,365,5248,119,243,563,941,923,824,607,657,4881,11624,10434,9165,10144,13961,412,703,2125,2415,2016,2415,2105,1094,680,12618,1343,6400,6433,2024,550,2574,803,484,319,26,105,177,278,158,59,753,27,9,11,3,3111
11200520,1104052,왕십리2동,2604,3603,4605,4480,3724,4325,3558,3971,7,21,28,20,24,7,0,14,0,135,5,11,40,0,68,14,0,0,142,0,65,501,665610859,757804845,63962084,323160548,512076824,370373215,824309056,12126810672,12392519867,14570164824,14632291241,9790383300,64336478960,9647,232532,182478,107876,532533,13,45,17,0,172,47,0,390,26,185,125,30,152,29,5,0,31,516,0,150,1920,15113,437,554,1071,1252,1060,1003,727,543,6650,443,552,1234,1547,1302,1202,905,1084,8274,17375,14454,12786,15839,16651,1152,1101,2419,2839,2480,2679,2231,1147,604,16284,367,7859,8442,608,4243,4851,760,482,278,17,71,201,285,144,42,667,54,8,28,3,4454
11200535,1104071,왕십리도선동,2604,3788,4658,4987,3909,4593,3677,4155,7,19,27,20,27,27,0,33,14,424,16,48,85,16,344,13,5,41,280,0,117,1463,2807198245,3117784350,535805130,1651348470,1191888017,355248101,1790870806,42017387629,52692387767,46793908743,40324179021,24495999827,2.08E+11,7463,71853,76813,67859,223988,26,551,76,0,383,528,0,1547,176,873,422,1212,934,74,106,0,179,1015,23,360,8459,29459,1350,857,2073,2417,2378,1957,1285,963,13284,1293,921,2278,2974,2395,2361,1615,1786,15628,30940,29321,28023,29553,26879,2046,1693,4334,4497,4049,4361,3302,1605,995,26406,473,12479,14014,544,7302,7846,1848,1193,655,54,271,531,591,308,93,1501,262,32,47,6,8105
11200540,1104054,마장동,2556,3550,4524,4515,3695,4249,3514,3910,8,21,28,21,22,13,0,26,0,1605,7,21,46,0,213,8,12,20,291,0,129,2391,1586700827,1294364281,120707164,336022070,620288321,170219567,719690892,15039701207,26183469433,31412633071,29166228168,23026616592,1.26E+11,7886,124572,134116,87554,354128,28,203,323,0,374,133,0,4789,18,437,314,1221,643,104,352,147,345,972,22,429,10826,21749,608,799,1804,1710,1797,1639,1167,964,10491,581,857,1974,1710,1543,1734,1301,1526,11229,21896,22873,21214,21012,22598,1074,1538,4446,3265,2815,3578,3192,1704,988,21959,639,10903,11184,1206,4173,5379,3248,2440,808,46,379,838,1094,686,205,2523,627,32,50,16,8488
11200550,1104055,사근동,2771,3556,4487,4851,3530,4084,3392,3771,9,23,32,19,18,0,0,23,5,184,10,5,19,14,428,44,0,35,16,0,50,833,5419736761,2073914512,178700019,898005882,514196853,43142431,10962492079,1.17E+11,35152950998,25739744671,21938350327,10929462239,2.22E+11,8124,120385,241655,150707,520871,35,5,65,0,4342,42,0,634,79,1933,65,90,1692,186,79,0,234,114,0,152,9712,25769,388,1103,5190,1787,1371,1222,790,674,12529,530,1408,4922,1645,1307,1160,901,966,12843,21584,27138,29441,24912,14020,370,957,6395,1818,1105,1288,987,688,413,12121,1899,6327,5757,793,1288,2081,1092,715,377,38,187,264,337,211,55,854,132,69,27,10,2270
11200560,1104056,행당1동,2590,3743,4767,4874,3841,4535,3673,4132,7,20,27,20,27,8,0,36,6,437,14,45,33,0,277,27,7,21,59,0,123,1093,3562178644,4092976806,634289494,1579793407,1901203932,378792047,5994632032,75473436253,57835087070,58380894039,49397611755,32490291299,2.80E+11,10746,177843,128726,72410,389725,28,300,1987,0,357,125,0,1445,300,469,205,80,1321,153,125,135,685,196,0,547,8430,22529,557,927,2208,1812,1746,1523,965,787,10529,615,1164,2618,1989,1786,1589,1137,1134,12036,17720,21498,26144,24755,14041,893,1000,2304,2260,2130,2209,1770,938,544,13733,308,6622,7138,573,3680,4253,1399,846,553,34,256,379,456,213,61,1090,228,32,36,13,4225
11200570,1104057,행당2동,2682,4068,5278,5265,4114,5169,3971,4612,5,14,24,20,38,7,0,64,0,112,0,26,33,0,60,0,0,0,0,0,49,351,452684281,473050542,83227772,149515458,907871417,583469398,702152941,5995766430,13897874499,24748034965,12741185767,8987271216,67072285818,11054,110473,170320,174963,466810,29,26,38,0,533,47,0,318,0,206,175,0,224,36,9,0,17,31,0,170,1830,19467,856,949,966,1376,1591,1231,865,829,8667,826,1018,1622,1775,1764,1496,1190,1574,11270,22741,19176,15948,20005,23079,1616,1917,2685,3438,3665,3990,3035,1767,970,22988,91,10766,12302,133,8134,8267,565,313,252,9,91,182,174,85,24,502,28,6,24,5,6742
11200580,1104058,응봉동,2633,3937,5016,5137,3967,4926,3925,4457,6,15,24,20,34,10,0,23,0,49,0,0,5,0,31,0,0,0,0,0,26,144,261050337,570956873,34771405,154662015,188664385,202481201,169204386,1906851142,6349398621,10014792239,5750320493,3468527286,27659094167,2417,68260,46896,18169,135742,31,79,41,0,275,16,0,118,0,84,116,0,99,8,17,0,0,17,0,62,932,10728,462,583,473,723,890,723,510,480,4849,515,563,812,951,1044,859,653,791,6190,13069,10671,8401,10770,15007,1018,1534,1719,2013,2705,2456,1800,1110,654,14953,54,7174,7861,150,3868,4018,378,251,127,6,48,87,136,76,25,341,9,2,18,8,4639
11200590,1104059,금호1가동,2533,3739,4889,4894,3966,4669,3759,4256,7,18,25,20,30,0,0,33,0,59,0,7,18,0,59,0,0,0,38,0,56,270,435889330,730790838,16353502,478699060,513954804,413014080,707900420,6068358512,12147675852,19344656333,11211960707,8634066609,58114618433,3841,137068,107341,53257,301507,36,31,46,0,267,27,0,206,0,172,114,25,183,65,44,19,0,166,0,151,1516,14195,568,650,621,1036,1277,882,664,578,6279,688,653,953,1418,1490,1071,945,970,8192,15337,13839,12827,14779,15065,1128,1093,1599,2347,2552,2361,2186,1152,649,14982,83,7178,7841,77,5058,5135,541,349,192,4,73,128,188,117,31,470,31,6,29,5,4832
11200615,1104072,금호2.3가동,2588,3960,4700,4681,3776,4570,3736,4174,7,18,28,21,27,6,0,22,0,189,0,26,34,0,183,6,0,0,75,0,108,649,1002188547,1481779839,29065220,231832671,818730163,176054641,1023331946,10700800770,18423890377,25231471856,23673444353,21602194046,1.01E+11,2723,55662,54519,35061,147965,43,33,43,0,145,65,0,370,5,313,83,58,343,72,35,0,20,214,0,195,1994,20375,1005,799,983,1560,1703,1371,919,877,9219,828,782,1283,1908,1803,1653,1380,1734,11375,23890,19376,16878,21357,22337,1604,1313,2594,3890,3598,3593,3098,1677,977,22165,172,10645,11654,893,5019,5912,975,560,415,25,86,222,348,215,79,894,27,10,39,5,6262
11200620,1104062,금호4가동,2868,4075,5306,5010,4148,5039,3952,4527,5,16,24,21,34,0,0,9,0,139,0,25,33,0,104,7,0,5,18,0,80,420,614400519,416928997,63224647,210329720,855724124,159867998,548420198,6680741054,10859986639,14133274103,12757131248,13213569811,58193123053,8559,186187,149047,85707,429500,26,113,15,0,222,70,0,356,0,206,106,6,257,39,223,0,20,99,0,150,1882,11875,513,358,542,964,1133,774,595,514,5396,562,375,626,1227,1070,916,793,956,6529,12312,11494,11217,12476,14351,1232,946,1401,2380,2621,2160,1952,1074,588,14228,123,6690,7449,397,4439,4836,618,363,255,16,77,135,221,128,41,553,29,7,23,6,4547
