"동별","연령별","항목","단위","2023. 1/4",
"창신2동","20~24세","한국인","","434",
"창신2동","20~24세","외국인","","280",
"창신2동","25~29세","계","","872",
"창신2동","25~29세","한국인","","588",
"창신2동","25~29세","외국인","","284",
"창신2동","30~34세","계","","627",
"창신2동","30~34세","한국인","","525",
"창신2동","30~34세","외국인","","102",
"창신2동","35~39세","계","","434",
"창신2동","35~39세","한국인","","368",
"창신2동","35~39세","외국인","","66",
"창신2동","40~44세","계","","432",
"창신2동","40~44세","한국인","","374",
"창신2동","40~44세","외국인","","58",
"창신2동","45~49세","계","","522",
"창신2동","45~49세","한국인","","487",
"창신2동","45~49세","외국인","","35",
"창신2동","50~54세","계","","883",
"창신2동","50~54세","한국인","","815",
"창신2동","50~54세","외국인","","68",
"창신2동","55~59세","계","","954",
"창신2동","55~59세","한국인","","889",
"창신2동","55~59세","외국인","","65",
"창신2동","60~64세","계","","858",
"창신2동","60~64세","한국인","","799",
"창신2동","60~64세","외국인","","59",
"창신2동","65~69세","계","","668",
"창신2동","65~69세","한국인","","641",
"창신2동","65~69세","외국인","","27",
"창신2동","70~74세","계","","455",
"창신2동","70~74세","한국인","","442",
"창신2동","70~74세","외국인","","13",
"창신2동","75~79세","계","","339",
"창신2동","75~79세","한국인","","335",
"창신2동","75~79세","외국인","","4",
"창신2동","80~84세","계","","259",
"창신2동","80~84세","한국인","","257",
"창신2동","80~84세","외국인","","2",
"창신2동","85~89세","계","","120",
"창신2동","85~89세","한국인","","117",
"창신2동","85~89세","외국인","","3",
"창신2동","90~94세","계","","39",
"창신2동","90~94세","한국인","","39",
"창신2동","90~94세","외국인","","0",
"창신2동","95~99세","계","","8",
"창신2동","95~99세","한국인","","8",
"창신2동","95~99세","외국인","","0",
"창신2동","100세 이상","계","","0",
"창신2동","100세 이상","한국인","","0",
"창신2동","100세 이상","외국인","","0",
"창신3동","계","계","","6590",
"창신3동","계","한국인","","6436",
"창신3동","계","외국인","","154",
"창신3동","0~4세","계","","153",
"창신3동","0~4세","한국인","","151",
"창신3동","0~4세","외국인","","2",
"창신3동","5~9세","계","","178",
"창신3동","5~9세","한국인","","173",
"창신3동","5~9세","외국인","","5",
"창신3동","10~14세","계","","198",
"창신3동","10~14세","한국인","","194",
"창신3동","10~14세","외국인","","4",
"창신3동","15~19세","계","","259",
"창신3동","15~19세","한국인","","257",
"창신3동","15~19세","외국인","","2",
"창신3동","20~24세","계","","354",
"창신3동","20~24세","한국인","","324",
"창신3동","20~24세","외국인","","30",
"창신3동","25~29세","계","","575",
"창신3동","25~29세","한국인","","539",
"창신3동","25~29세","외국인","","36",
"창신3동","30~34세","계","","493",
"창신3동","30~34세","한국인","","472",
"창신3동","30~34세","외국인","","21",
"창신3동","35~39세","계","","435",
"창신3동","35~39세","한국인","","423",
"창신3동","35~39세","외국인","","12",
"창신3동","40~44세","계","","427",
"창신3동","40~44세","한국인","","413",
"창신3동","40~44세","외국인","","14",
"창신3동","45~49세","계","","424",
"창신3동","45~49세","한국인","","416",
"창신3동","45~49세","외국인","","8",
"창신3동","50~54세","계","","621",
"창신3동","50~54세","한국인","","611",
"창신3동","50~54세","외국인","","10",
"창신3동","55~59세","계","","575",
"창신3동","55~59세","한국인","","571",
"창신3동","55~59세","외국인","","4",
"창신3동","60~64세","계","","621",
"창신3동","60~64세","한국인","","618",
"창신3동","60~64세","외국인","","3",
"창신3동","65~69세","계","","449",
"창신3동","65~69세","한국인","","448",
"창신3동","65~69세","외국인","","1",
"창신3동","70~74세","계","","275",
"창신3동","70~74세","한국인","","275",
"창신3동","70~74세","외국인","","0",
"창신3동","75~79세","계","","223",
"창신3동","75~79세","한국인","","222",
"창신3동","75~79세","외국인","","1",
"창신3동","80~84세","계","","195",
"창신3동","80~84세","한국인","","194",
"창신3동","80~84세","외국인","","1",
"창신3동","85~89세","계","","93",
"창신3동","85~89세","한국인","","93",
"창신3동","85~89세","외국인","","0",
"창신3동","90~94세","계","","38",
"창신3동","90~94세","한국인","","38",
"창신3동","90~94세","외국인","","0",
"창신3동","95~99세","계","","4",
"창신3동","95~99세","한국인","","4",
"창신3동","95~99세","외국인","","0",
"창신3동","100세 이상","계","","0",
"창신3동","100세 이상","한국인","","0",
"창신3동","100세 이상","외국인","","0",
"숭인1동","계","계","","6069",
"숭인1동","계","한국인","","5772",
"숭인1동","계","외국인","","297",
"숭인1동","0~4세","계","","87",
"숭인1동","0~4세","한국인","","80",
"숭인1동","0~4세","외국인","","7",
"숭인1동","5~9세","계","","128",
"숭인1동","5~9세","한국인","","121",
"숭인1동","5~9세","외국인","","7",
"숭인1동","10~14세","계","","155",
"숭인1동","10~14세","한국인","","153",
"숭인1동","10~14세","외국인","","2",
"숭인1동","15~19세","계","","203",
"숭인1동","15~19세","한국인","","201",
"숭인1동","15~19세","외국인","","2",
"숭인1동","20~24세","계","","340",
"숭인1동","20~24세","한국인","","297",
"숭인1동","20~24세","외국인","","43",
"숭인1동","25~29세","계","","461",
"숭인1동","25~29세","한국인","","412",
"숭인1동","25~29세","외국인","","49",
"숭인1동","30~34세","계","","462",
"숭인1동","30~34세","한국인","","428",
"숭인1동","30~34세","외국인","","34",
"숭인1동","35~39세","계","","408",
"숭인1동","35~39세","한국인","","375",
"숭인1동","35~39세","외국인","","33",
"숭인1동","40~44세","계","","406",
"숭인1동","40~44세","한국인","","383",
"숭인1동","40~44세","외국인","","23",
"숭인1동","45~49세","계","","487",
"숭인1동","45~49세","한국인","","459",
"숭인1동","45~49세","외국인","","28",
"숭인1동","50~54세","계","","577",
"숭인1동","50~54세","한국인","","550",
"숭인1동","50~54세","외국인","","27",
"숭인1동","55~59세","계","","555",
"숭인1동","55~59세","한국인","","534",
"숭인1동","55~59세","외국인","","21",
"숭인1동","60~64세","계","","567",
"숭인1동","60~64세","한국인","","553",
"숭인1동","60~64세","외국인","","14",
"숭인1동","65~69세","계","","403",
"숭인1동","65~69세","한국인","","397",
"숭인1동","65~69세","외국인","","6",
"숭인1동","70~74세","계","","305",
"숭인1동","70~74세","한국인","","304",
"숭인1동","70~74세","외국인","","1",
"숭인1동","75~79세","계","","216",
"숭인1동","75~79세","한국인","","216",
"숭인1동","75~79세","외국인","","0",
"숭인1동","80~84세","계","","191",
"숭인1동","80~84세","한국인","","191",
"숭인1동","80~84세","외국인","","0",
"숭인1동","85~89세","계","","77",
"숭인1동","85~89세","한국인","","77",
"숭인1동","85~89세","외국인","","0",
"숭인1동","90~94세","계","","32",
"숭인1동","90~94세","한국인","","32",
"숭인1동","90~94세","외국인","","0",
"숭인1동","95~99세","계","","8",
"숭인1동","95~99세","한국인","","8",
"숭인1동","95~99세","외국인","","0",
"숭인1동","100세 이상","계","","1",
"숭인1동","100세 이상","한국인","","1",
"숭인1동","100세 이상","외국인","","0",
"숭인2동","계","계","","10557",
"숭인2동","계","한국인","","9812",
"숭인2동","계","외국인","","745",
"숭인2동","0~4세","계","","117",
"숭인2동","0~4세","한국인","","109",
"숭인2동","0~4세","외국인","","8",
"숭인2동","5~9세","계","","111",
"숭인2동","5~9세","한국인","","107",
"숭인2동","5~9세","외국인","","4",
"숭인2동","10~14세","계","","150",
"숭인2동","10~14세","한국인","","142",
"숭인2동","10~14세","외국인","","8",
"숭인2동","15~19세","계","","189",
"숭인2동","15~19세","한국인","","178",
"숭인2동","15~19세","외국인","","11",
"숭인2동","20~24세","계","","1073",
"숭인2동","20~24세","한국인","","841",
"숭인2동","20~24세","외국인","","232",
"숭인2동","25~29세","계","","1745",
"숭인2동","25~29세","한국인","","1527",
"숭인2동","25~29세","외국인","","218",
"숭인2동","30~34세","계","","1231",
"숭인2동","30~34세","한국인","","1161",
"숭인2동","30~34세","외국인","","70",
"숭인2동","35~39세","계","","667",
"숭인2동","35~39세","한국인","","611",
"숭인2동","35~39세","외국인","","56",
"숭인2동","40~44세","계","","570",
"숭인2동","40~44세","한국인","","544",
"숭인2동","40~44세","외국인","","26",
"숭인2동","45~49세","계","","580",
"숭인2동","45~49세","한국인","","567",
"숭인2동","45~49세","외국인","","13",
"숭인2동","50~54세","계","","817",
"숭인2동","50~54세","한국인","","784",
"숭인2동","50~54세","외국인","","33",
"숭인2동","55~59세","계","","799",
"숭인2동","55~59세","한국인","","770",
"숭인2동","55~59세","외국인","","29",
"숭인2동","60~64세","계","","769",
"숭인2동","60~64세","한국인","","749",
"숭인2동","60~64세","외국인","","20",
"숭인2동","65~69세","계","","634",
"숭인2동","65~69세","한국인","","620",
"숭인2동","65~69세","외국인","","14",
"숭인2동","70~74세","계","","420",
"숭인2동","70~74세","한국인","","420",
"숭인2동","70~74세","외국인","","0",
"숭인2동","75~79세","계","","301",
"숭인2동","75~79세","한국인","","298",
"숭인2동","75~79세","외국인","","3",
"숭인2동","80~84세","계","","259",
"숭인2동","80~84세","한국인","","259",
"숭인2동","80~84세","외국인","","0",
"숭인2동","85~89세","계","","88",
"숭인2동","85~89세","한국인","","88",
"숭인2동","85~89세","외국인","","0",
"숭인2동","90~94세","계","","33",
"숭인2동","90~94세","한국인","","33",
"숭인2동","90~94세","외국인","","0",
"숭인2동","95~99세","계","","4",
"숭인2동","95~99세","한국인","","4",
"숭인2동","95~99세","외국인","","0",
"숭인2동","100세 이상","계","","0",
"숭인2동","100세 이상","한국인","","0",
"숭인2동","100세 이상","외국인","","0",
"청운효자동","계","계","","11764",
"청운효자동","계","한국인","","11574",
"청운효자동","계","외국인","","190",
"청운효자동","0~4세","계","","236",
"청운효자동","0~4세","한국인","","230",
"청운효자동","0~4세","외국인","","6",
"청운효자동","5~9세","계","","419",
"청운효자동","5~9세","한국인","","415",
"청운효자동","5~9세","외국인","","4",
"청운효자동","10~14세","계","","562",
"청운효자동","10~14세","한국인","","555",
"청운효자동","10~14세","외국인","","7",
"청운효자동","15~19세","계","","573",
"청운효자동","15~19세","한국인","","568",
"청운효자동","15~19세","외국인","","5",
"청운효자동","20~24세","계","","646",
"청운효자동","20~24세","한국인","","644",
"청운효자동","20~24세","외국인","","2",
"청운효자동","25~29세","계","","793",
"청운효자동","25~29세","한국인","","777",
"청운효자동","25~29세","외국인","","16",
"청운효자동","30~34세","계","","829",
"청운효자동","30~34세","한국인","","820",
"청운효자동","30~34세","외국인","","9",
"청운효자동","35~39세","계","","764",
"청운효자동","35~39세","한국인","","745",
"청운효자동","35~39세","외국인","","19",
"청운효자동","40~44세","계","","1033",
"청운효자동","40~44세","한국인","","1001",
"청운효자동","40~44세","외국인","","32",
"청운효자동","45~49세","계","","1016",
"청운효자동","45~49세","한국인","","989",
"청운효자동","45~49세","외국인","","27",
"청운효자동","50~54세","계","","1051",
"청운효자동","50~54세","한국인","","1040",
"청운효자동","50~54세","외국인","","11",
"청운효자동","55~59세","계","","876",
"청운효자동","55~59세","한국인","","858",
