`atdrc_code_se`|`atdrc_nm`|`stdr_ym`|`tot_popltn_co`|`tot_hshld_co`|`hshld_popltn_avrg_co`|`male_popltn_co`|`female_popltn_co`|`ldadng_dt`
`관악구`|`11620`|`201807`|`503900`|`260090`|`1.94`|`253487`|`250413`|`2018-08-14 17:21:03`
`서초구`|`11650`|`201807`|`439030`|`174126`|`2.52`|`210157`|`228873`|`2018-08-14 17:21:03`
`강남구`|`11680`|`201807`|`545809`|`228853`|`2.38`|`261318`|`284491`|`2018-08-14 17:21:03`
`송파구`|`11710`|`201807`|`667144`|`268802`|`2.48`|`324043`|`343101`|`2018-08-14 17:21:03`
`강동구`|`11740`|`201807`|`432168`|`177579`|`2.43`|`214411`|`217757`|`2018-08-14 17:21:03`
`종로구`|`11110`|`201808`|`153401`|`73559`|`2.09`|`75059`|`78342`|`2018-09-04 15:18:44`
`중구`|`11140`|`201808`|`125802`|`61127`|`2.06`|`62108`|`63694`|`2018-09-04 15:18:44`
`용산구`|`11170`|`201808`|`229448`|`108664`|`2.11`|`110932`|`118516`|`2018-09-04 15:18:44`
`성동구`|`11200`|`201808`|`309037`|`136494`|`2.26`|`151924`|`157113`|`2018-09-04 15:18:44`
`광진구`|`11215`|`201808`|`355109`|`161556`|`2.2`|`172766`|`182343`|`2018-09-04 15:18:44`
`동대문구`|`11230`|`201808`|`350587`|`161984`|`2.16`|`174876`|`175711`|`2018-09-04 15:18:44`
`중랑구`|`11260`|`201808`|`404651`|`179914`|`2.25`|`201254`|`203397`|`2018-09-04 15:18:44`
`성북구`|`11290`|`201808`|`438619`|`186665`|`2.35`|`213498`|`225121`|`2018-09-04 15:18:44`
`강북구`|`11305`|`201808`|`320970`|`143113`|`2.24`|`157060`|`163910`|`2018-09-04 15:18:44`
`도봉구`|`11320`|`201808`|`341252`|`137827`|`2.48`|`167086`|`174166`|`2018-09-04 15:18:44`
`노원구`|`11350`|`201808`|`547524`|`217620`|`2.52`|`265851`|`281673`|`2018-09-04 15:18:44`
`은평구`|`11380`|`201808`|`483773`|`203812`|`2.37`|`234352`|`249421`|`2018-09-04 15:18:44`
`서대문구`|`11410`|`201808`|`310593`|`137812`|`2.25`|`149727`|`160866`|`2018-09-04 15:18:44`
`마포구`|`11440`|`201808`|`374247`|`171142`|`2.19`|`178073`|`196174`|`2018-09-04 15:18:44`
`양천구`|`11470`|`201808`|`466267`|`176380`|`2.64`|`229770`|`236497`|`2018-09-04 15:18:44`
`강서구`|`11500`|`201808`|`598759`|`257140`|`2.33`|`291131`|`307628`|`2018-09-04 15:18:44`
`구로구`|`11530`|`201808`|`406469`|`171914`|`2.36`|`201617`|`204852`|`2018-09-04 15:18:44`
`금천구`|`11545`|`201808`|`232790`|`106572`|`2.18`|`118312`|`114478`|`2018-09-04 15:18:44`
`영등포구`|`11560`|`201808`|`368623`|`169867`|`2.17`|`183517`|`185106`|`2018-09-04 15:18:44`
`동작구`|`11590`|`201808`|`395471`|`175559`|`2.25`|`192517`|`202954`|`2018-09-04 15:18:44`
`관악구`|`11620`|`201808`|`503840`|`260777`|`1.93`|`253397`|`250443`|`2018-09-04 15:18:44`
`서초구`|`11650`|`201808`|`438245`|`174084`|`2.52`|`209792`|`228453`|`2018-09-04 15:18:44`
`강남구`|`11680`|`201808`|`545085`|`228938`|`2.38`|`260979`|`284106`|`2018-09-04 15:18:44`
`송파구`|`11710`|`201808`|`667151`|`269220`|`2.48`|`323988`|`343163`|`2018-09-04 15:18:44`
`강동구`|`11740`|`201808`|`431362`|`177595`|`2.43`|`213943`|`217419`|`2018-09-04 15:18:44`
`종로구`|`11110`|`201809`|`153396`|`73696`|`2.08`|`75024`|`78372`|`2018-10-04 13:28:05`
`중구`|`11140`|`201809`|`125815`|`61232`|`2.05`|`62063`|`63752`|`2018-10-04 13:28:05`
`용산구`|`11170`|`201809`|`229391`|`108777`|`2.11`|`110861`|`118530`|`2018-10-04 13:28:05`
`성동구`|`11200`|`201809`|`309251`|`136831`|`2.26`|`152006`|`157245`|`2018-10-04 13:28:05`
`광진구`|`11215`|`201809`|`355032`|`161714`|`2.2`|`172678`|`182354`|`2018-10-04 13:28:05`
`동대문구`|`11230`|`201809`|`350556`|`162232`|`2.16`|`174863`|`175693`|`2018-10-04 13:28:05`
`중랑구`|`11260`|`201809`|`404313`|`180044`|`2.25`|`201089`|`203224`|`2018-10-04 13:28:05`
`성북구`|`11290`|`201809`|`438031`|`186744`|`2.35`|`213159`|`224872`|`2018-10-04 13:28:05`
`강북구`|`11305`|`201809`|`320576`|`143172`|`2.24`|`156829`|`163747`|`2018-10-04 13:28:05`
`도봉구`|`11320`|`201809`|`340876`|`137901`|`2.47`|`166926`|`173950`|`2018-10-04 13:28:05`
`노원구`|`11350`|`201809`|`546911`|`217900`|`2.51`|`265555`|`281356`|`2018-10-04 13:28:05`
`은평구`|`11380`|`201809`|`483417`|`203951`|`2.37`|`234119`|`249298`|`2018-10-04 13:28:05`
`서대문구`|`11410`|`201809`|`310584`|`138027`|`2.25`|`149728`|`160856`|`2018-10-04 13:28:05`
`마포구`|`11440`|`201809`|`374106`|`171320`|`2.18`|`177973`|`196133`|`2018-10-04 13:28:05`
`양천구`|`11470`|`201809`|`466121`|`176598`|`2.64`|`229619`|`236502`|`2018-10-04 13:28:05`
`강서구`|`11500`|`201809`|`598416`|`257558`|`2.32`|`290908`|`307508`|`2018-10-04 13:28:05`
`구로구`|`11530`|`201809`|`406144`|`172121`|`2.36`|`201362`|`204782`|`2018-10-04 13:28:05`
`금천구`|`11545`|`201809`|`232760`|`106774`|`2.18`|`118311`|`114449`|`2018-10-04 13:28:05`
`영등포구`|`11560`|`201809`|`368577`|`170208`|`2.17`|`183471`|`185106`|`2018-10-04 13:28:05`
`동작구`|`11590`|`201809`|`395513`|`175873`|`2.25`|`192523`|`202990`|`2018-10-04 13:28:05`
`관악구`|`11620`|`201809`|`503956`|`261401`|`1.93`|`253377`|`250579`|`2018-10-04 13:28:05`
`서초구`|`11650`|`201809`|`437407`|`173912`|`2.52`|`209418`|`227989`|`2018-10-04 13:28:05`
`강남구`|`11680`|`201809`|`544257`|`228883`|`2.38`|`260599`|`283658`|`2018-10-04 13:28:05`
`송파구`|`11710`|`201809`|`666892`|`269558`|`2.47`|`323832`|`343060`|`2018-10-04 13:28:05`
`강동구`|`11740`|`201809`|`430705`|`177591`|`2.43`|`213528`|`217177`|`2018-10-04 13:28:05`
`종로구`|`11110`|`201810`|`153296`|`73712`|`2.08`|`74942`|`78354`|`2018-11-05 09:53:36`
`중구`|`11140`|`201810`|`125803`|`61361`|`2.05`|`62008`|`63795`|`2018-11-05 09:53:36`
`용산구`|`11170`|`201810`|`229371`|`108874`|`2.11`|`110892`|`118479`|`2018-11-05 09:53:36`
`성동구`|`11200`|`201810`|`309147`|`137124`|`2.25`|`151893`|`157254`|`2018-11-05 09:53:36`
`광진구`|`11215`|`201810`|`355141`|`162069`|`2.19`|`172674`|`182467`|`2018-11-05 09:53:36`
`동대문구`|`11230`|`201810`|`350134`|`162354`|`2.16`|`174606`|`175528`|`2018-11-05 09:53:36`
`중랑구`|`11260`|`201810`|`403894`|`180243`|`2.24`|`200836`|`203058`|`2018-11-05 09:53:36`
`성북구`|`11290`|`201810`|`437224`|`186761`|`2.34`|`212667`|`224557`|`2018-11-05 09:53:36`
`강북구`|`11305`|`201810`|`320094`|`143278`|`2.23`|`156565`|`163529`|`2018-11-05 09:53:36`
`도봉구`|`11320`|`201810`|`340348`|`137961`|`2.47`|`166644`|`173704`|`2018-11-05 09:53:36`
`노원구`|`11350`|`201810`|`546108`|`217940`|`2.51`|`265158`|`280950`|`2018-11-05 09:53:36`
`은평구`|`11380`|`201810`|`483473`|`204396`|`2.37`|`234079`|`249394`|`2018-11-05 09:53:36`
`서대문구`|`11410`|`201810`|`310080`|`138085`|`2.25`|`149469`|`160611`|`2018-11-05 09:53:36`
`마포구`|`11440`|`201810`|`374598`|`171836`|`2.18`|`178171`|`196427`|`2018-11-05 09:53:36`
`양천구`|`11470`|`201810`|`465557`|`176598`|`2.64`|`229355`|`236202`|`2018-11-05 09:53:36`
`강서구`|`11500`|`201810`|`597823`|`257875`|`2.32`|`290586`|`307237`|`2018-11-05 09:53:36`
`구로구`|`11530`|`201810`|`405613`|`172274`|`2.35`|`201022`|`204591`|`2018-11-05 09:53:36`
`금천구`|`11545`|`201810`|`232644`|`106995`|`2.17`|`118275`|`114369`|`2018-11-05 09:53:36`
`영등포구`|`11560`|`201810`|`368299`|`170504`|`2.16`|`183321`|`184978`|`2018-11-05 09:53:36`
`동작구`|`11590`|`201810`|`395238`|`176203`|`2.24`|`192316`|`202922`|`2018-11-05 09:53:36`
`관악구`|`11620`|`201810`|`503523`|`261801`|`1.92`|`253134`|`250389`|`2018-11-05 09:53:36`
`서초구`|`11650`|`201810`|`436277`|`173624`|`2.51`|`208955`|`227322`|`2018-11-05 09:53:36`
`강남구`|`11680`|`201810`|`543907`|`229057`|`2.37`|`260426`|`283481`|`2018-11-05 09:53:36`
`송파구`|`11710`|`201810`|`666786`|`270080`|`2.47`|`323692`|`343094`|`2018-11-05 09:53:36`
`강동구`|`11740`|`201810`|`429734`|`177513`|`2.42`|`212988`|`216746`|`2018-11-05 09:53:36`
`강남구`|`11680`|`201903`|`541854`|`229546`|`2.36`|`259510`|`282344`|`2019-04-02 09:44:01`
`송파구`|`11710`|`201903`|`678521`|`276815`|`2.45`|`329046`|`349475`|`2019-04-02 09:44:01`
`강동구`|`11740`|`201903`|`425267`|`177140`|`2.4`|`210371`|`214896`|`2019-04-02 09:44:01`
`종로구`|`11110`|`201906`|`152026`|`73828`|`2.06`|`74190`|`77836`|`2019-07-10 14:51:20`
`중구`|`11140`|`201906`|`126143`|`62156`|`2.03`|`62086`|`64057`|`2019-07-10 14:51:20`
`용산구`|`11170`|`201906`|`229122`|`109692`|`2.09`|`110560`|`118562`|`2019-07-10 14:51:20`
`성동구`|`11200`|`201906`|`304936`|`136872`|`2.23`|`149412`|`155524`|`2019-07-10 14:51:20`
`광진구`|`11215`|`201906`|`353878`|`163914`|`2.16`|`171800`|`182078`|`2019-07-10 14:51:20`
`동대문구`|`11230`|`201906`|`346501`|`162851`|`2.13`|`172490`|`174011`|`2019-07-10 14:51:20`
`중랑구`|`11260`|`201906`|`400661`|`181383`|`2.21`|`198906`|`201755`|`2019-07-10 14:51:20`
`성북구`|`11290`|`201906`|`440397`|`190253`|`2.31`|`213648`|`226749`|`2019-07-10 14:51:20`
`강북구`|`11305`|`201906`|`315587`|`143650`|`2.2`|`154101`|`161486`|`2019-07-10 14:51:20`
`도봉구`|`11320`|`201906`|`336698`|`138460`|`2.43`|`164731`|`171967`|`2019-07-10 14:51:20`
`노원구`|`11350`|`201906`|`538350`|`217462`|`2.48`|`260946`|`277404`|`2019-07-10 14:51:20`
`은평구`|`11380`|`201906`|`483730`|`207123`|`2.34`|`233566`|`250164`|`2019-07-10 14:51:20`
`서대문구`|`11410`|`201906`|`311215`|`140007`|`2.22`|`149775`|`161440`|`2019-07-10 14:51:20`
`마포구`|`11440`|`201906`|`374422`|`173845`|`2.15`|`177388`|`197034`|`2019-07-10 14:51:20`
`양천구`|`11470`|`201906`|`461051`|`177045`|`2.6`|`226881`|`234170`|`2019-07-10 14:51:20`
`강서구`|`11500`|`201906`|`595602`|`261383`|`2.28`|`288905`|`306697`|`2019-07-10 14:51:20`
`구로구`|`11530`|`201906`|`405415`|`174505`|`2.32`|`200561`|`204854`|`2019-07-10 14:51:20`
`금천구`|`11545`|`201906`|`234079`|`109708`|`2.13`|`118912`|`115167`|`2019-07-10 14:51:20`
`영등포구`|`11560`|`201906`|`369017`|`173701`|`2.12`|`183460`|`185557`|`2019-07-10 14:51:20`
`동작구`|`11590`|`201906`|`398885`|`180463`|`2.21`|`193449`|`205436`|`2019-07-10 14:51:20`
`관악구`|`11620`|`201906`|`502089`|`266692`|`1.88`|`251875`|`250214`|`2019-07-10 14:51:20`
`서초구`|`11650`|`201906`|`431360`|`172907`|`2.49`|`206478`|`224882`|`2019-07-10 14:51:20`
`강남구`|`11680`|`201906`|`542498`|`230752`|`2.35`|`259645`|`282853`|`2019-07-10 14:51:20`
`송파구`|`11710`|`201906`|`679247`|`278223`|`2.44`|`329200`|`350047`|`2019-07-10 14:51:20`
`강동구`|`11740`|`201906`|`424235`|`177368`|`2.39`|`209746`|`214489`|`2019-07-10 14:51:20`
`종로구`|`11110`|`201907`|`151858`|`73790`|`2.06`|`74113`|`77745`|`2019-08-05 09:45:14`
`중구`|`11140`|`201907`|`126414`|`62481`|`2.02`|`62212`|`64202`|`2019-08-05 09:45:14`
`용산구`|`11170`|`201907`|`229155`|`109794`|`2.09`|`110619`|`118536`|`2019-08-05 09:45:14`
`성동구`|`11200`|`201907`|`304292`|`136703`|`2.23`|`149082`|`155210`|`2019-08-05 09:45:14`
`광진구`|`11215`|`201907`|`353206`|`163880`|`2.16`|`171454`|`181752`|`2019-08-05 09:45:14`
`동대문구`|`11230`|`201907`|`346524`|`163103`|`2.12`|`172446`|`174078`|`2019-08-05 09:45:14`
`중랑구`|`11260`|`201907`|`399878`|`181342`|`2.21`|`198454`|`201424`|`2019-08-05 09:45:14`
`성북구`|`11290`|`201907`|`441170`|`190698`|`2.31`|`214002`|`227168`|`2019-08-05 09:45:14`
`강북구`|`11305`|`201907`|`315003`|`143617`|`2.19`|`153827`|`161176`|`2019-08-05 09:45:14`
`도봉구`|`11320`|`201907`|`336288`|`138565`|`2.43`|`164502`|`171786`|`2019-08-05 09:45:14`
`노원구`|`11350`|`201907`|`537146`|`217227`|`2.47`|`260292`|`276854`|`2019-08-05 09:45:14`
`은평구`|`11380`|`201907`|`483084`|`207393`|`2.33`|`233224`|`249860`|`2019-08-05 09:45:14`
`서대문구`|`11410`|`201907`|`310795`|`139994`|`2.22`|`149494`|`161301`|`2019-08-05 09:45:14`
`마포구`|`11440`|`201907`|`373756`|`173852`|`2.15`|`177010`|`196746`|`2019-08-05 09:45:14`
`양천구`|`11470`|`201907`|`460721`|`177197`|`2.6`|`226599`|`234122`|`2019-08-05 09:45:14`
`강서구`|`11500`|`201907`|`595057`|`261662`|`2.27`|`288645`|`306412`|`2019-08-05 09:45:14`
`구로구`|`11530`|`201907`|`405757`|`174918`|`2.32`|`200648`|`205109`|`2019-08-05 09:45:14`
`금천구`|`11545`|`201907`|`233827`|`109849`|`2.13`|`118786`|`115041`|`2019-08-05 09:45:14`
`영등포구`|`11560`|`201907`|`368895`|`173940`|`2.12`|`183326`|`185569`|`2019-08-05 09:45:14`
`동작구`|`11590`|`201907`|`398433`|`180524`|`2.21`|`193251`|`205182`|`2019-08-05 09:45:14`
`종로구`|`11110`|`201811`|`153172`|`73713`|`2.08`|`74881`|`78291`|`2018-12-05 10:20:57`
`중구`|`11140`|`201811`|`125760`|`61418`|`2.05`|`61960`|`63800`|`2018-12-05 10:20:57`
`용산구`|`11170`|`201811`|`229341`|`108938`|`2.11`|`110834`|`118507`|`2018-12-05 10:20:57`
`성동구`|`11200`|`201811`|`308773`|`137197`|`2.25`|`151711`|`157062`|`2018-12-05 10:20:57`
`광진구`|`11215`|`201811`|`355555`|`162398`|`2.19`|`172816`|`182739`|`2018-12-05 10:20:57`
`동대문구`|`11230`|`201811`|`349247`|`162168`|`2.15`|`174109`|`175138`|`2018-12-05 10:20:57`
`중랑구`|`11260`|`201811`|`403544`|`180360`|`2.24`|`200623`|`202921`|`2018-12-05 10:20:57`
`성북구`|`11290`|`201811`|`436514`|`186638`|`2.34`|`212215`|`224299`|`2018-12-05 10:20:57`
`강북구`|`11305`|`201811`|`319519`|`143319`|`2.23`|`156264`|`163255`|`2018-12-05 10:20:57`
`도봉구`|`11320`|`201811`|`339806`|`138006`|`2.46`|`166371`|`173435`|`2018-12-05 10:20:57`
`노원구`|`11350`|`201811`|`544992`|`217854`|`2.5`|`264616`|`280376`|`2018-12-05 10:20:57`
`은평구`|`11380`|`201811`|`483440`|`204753`|`2.36`|`233954`|`249486`|`2018-12-05 10:20:57`
`서대문구`|`11410`|`201811`|`310243`|`138261`|`2.24`|`149553`|`160690`|`2018-12-05 10:20:57`
`마포구`|`11440`|`201811`|`374954`|`172172`|`2.18`|`178284`|`196670`|`2018-12-05 10:20:57`
`양천구`|`11470`|`201811`|`464912`|`176574`|`2.63`|`229070`|`235842`|`2018-12-05 10:20:57`
`강서구`|`11500`|`201811`|`597432`|`258213`|`2.31`|`290377`|`307055`|`2018-12-05 10:20:57`
`구로구`|`11530`|`201811`|`405013`|`172363`|`2.35`|`200676`|`204337`|`2018-12-05 10:20:57`
`금천구`|`11545`|`201811`|`233666`|`107605`|`2.17`|`118809`|`114857`|`2018-12-05 10:20:57`
`영등포구`|`11560`|`201811`|`367935`|`170693`|`2.16`|`183224`|`184711`|`2018-12-05 10:20:57`
`동작구`|`11590`|`201811`|`395266`|`176460`|`2.24`|`192181`|`203085`|`2018-12-05 10:20:57`
`관악구`|`11620`|`201811`|`502492`|`261802`|`1.92`|`252514`|`249978`|`2018-12-05 10:20:57`
`서초구`|`11650`|`201811`|`434879`|`173177`|`2.51`|`208299`|`226580`|`2018-12-05 10:20:57`
`강남구`|`11680`|`201811`|`542671`|`228735`|`2.37`|`259765`|`282906`|`2018-12-05 10:20:57`
`송파구`|`11710`|`201811`|`666431`|`270342`|`2.47`|`323466`|`342965`|`2018-12-05 10:20:57`
`강동구`|`11740`|`201811`|`428531`|`177304`|`2.42`|`212345`|`216186`|`2018-12-05 10:20:57`
`종로구`|`11110`|`201812`|`153065`|`73735`|`2.08`|`74825`|`78240`|`2019-04-22 14:53:02`
`중구`|`11140`|`201812`|`125725`|`61502`|`2.04`|`61947`|`63778`|`2019-04-22 14:53:02`
`용산구`|`11170`|`201812`|`228999`|`108974`|`2.1`|`110640`|`118359`|`2019-04-22 14:53:02`
`성동구`|`11200`|`201812`|`308221`|`137209`|`2.25`|`151359`|`156862`|`2019-04-22 14:53:02`
`광진구`|`11215`|`201812`|`355559`|`162606`|`2.19`|`172794`|`182765`|`2019-04-22 14:53:02`
`동대문구`|`11230`|`201812`|`348052`|`161820`|`2.15`|`173567`|`174485`|`2019-04-22 14:53:02`
`중랑구`|`11260`|`201812`|`403209`|`180511`|`2.23`|`200419`|`202790`|`2019-04-22 14:53:02`
`성북구`|`11290`|`201812`|`435868`|`186601`|`2.34`|`211904`|`223964`|`2019-04-22 14:53:02`
`강북구`|`11305`|`201812`|`319164`|`143395`|`2.23`|`156071`|`163093`|`2019-04-22 14:53:02`
`도봉구`|`11320`|`201812`|`339413`|`138087`|`2.46`|`166160`|`173253`|`2019-04-22 14:53:02`
`노원구`|`11350`|`201812`|`543752`|`217655`|`2.5`|`263919`|`279833`|`2019-04-22 14:53:02`
`은평구`|`11380`|`201812`|`483197`|`205001`|`2.36`|`233702`|`249495`|`2019-04-22 14:53:02`
`서대문구`|`11410`|`201812`|`310313`|`138549`|`2.24`|`149569`|`160744`|`2019-04-22 14:53:02`
`마포구`|`11440`|`201812`|`375077`|`172505`|`2.17`|`178240`|`196837`|`2019-04-22 14:53:02`
`양천구`|`11470`|`201812`|`464185`|`176498`|`2.63`|`228634`|`235551`|`2019-04-22 14:53:02`
`강서구`|`11500`|`201812`|`596949`|`258503`|`2.31`|`290079`|`306870`|`2019-04-22 14:53:02`
`구로구`|`11530`|`201812`|`404497`|`172457`|`2.35`|`200417`|`204080`|`2019-04-22 14:53:02`
`금천구`|`11545`|`201812`|`233917`|`107971`|`2.17`|`118915`|`115002`|`2019-04-22 14:53:02`
`영등포구`|`11560`|`201812`|`367778`|`171085`|`2.15`|`183224`|`184554`|`2019-04-22 14:53:02`
`동작구`|`11590`|`201812`|`396203`|`177176`|`2.24`|`192533`|`203670`|`2019-04-22 14:53:02`
`관악구`|`11620`|`201812`|`501957`|`262222`|`1.91`|`252160`|`249797`|`2019-04-22 14:53:02`
`서초구`|`11650`|`201812`|`433951`|`172918`|`2.51`|`207868`|`226083`|`2019-04-22 14:53:02`
`강남구`|`11680`|`201812`|`542364`|`228775`|`2.37`|`259611`|`282753`|`2019-04-22 14:53:02`
`송파구`|`11710`|`201812`|`666635`|`270866`|`2.46`|`323526`|`343109`|`2019-04-22 14:53:02`
`강동구`|`11740`|`201812`|`427573`|`177247`|`2.41`|`211816`|`215757`|`2019-04-22 14:53:02`
`종로구`|`11110`|`201901`|`152866`|`73691`|`2.07`|`74700`|`78166`|`2019-04-22 14:53:02`
`중구`|`11140`|`201901`|`125872`|`61612`|`2.04`|`62025`|`63847`|`2019-04-22 14:53:02`
`용산구`|`11170`|`201901`|`229167`|`109146`|`2.1`|`110652`|`118515`|`2019-04-22 14:53:02`
`성동구`|`11200`|`201901`|`307723`|`137183`|`2.24`|`151071`|`156652`|`2019-04-22 14:53:02`
`광진구`|`11215`|`201901`|`355382`|`162846`|`2.18`|`172712`|`182670`|`2019-04-22 14:53:02`
`동대문구`|`11230`|`201901`|`347415`|`161742`|`2.15`|`173171`|`174244`|`2019-04-22 14:53:02`
`중랑구`|`11260`|`201901`|`402974`|`180740`|`2.23`|`200252`|`202722`|`2019-04-22 14:53:02`
`성북구`|`11290`|`201901`|`435270`|`186641`|`2.33`|`211557`|`223713`|`2019-04-22 14:53:02`
`강북구`|`11305`|`201901`|`318761`|`143543`|`2.22`|`155900`|`162861`|`2019-04-22 14:53:02`
`도봉구`|`11320`|`201901`|`338834`|`138109`|`2.45`|`165839`|`172995`|`2019-04-22 14:53:02`
`노원구`|`11350`|`201901`|`542744`|`217365`|`2.5`|`263324`|`279420`|`2019-04-22 14:53:02`
`은평구`|`11380`|`201901`|`483513`|`205453`|`2.35`|`233800`|`249713`|`2019-04-22 14:53:02`
`서대문구`|`11410`|`201901`|`310809`|`138931`|`2.24`|`149822`|`160987`|`2019-04-22 14:53:02`
`마포구`|`11440`|`201901`|`375272`|`172900`|`2.17`|`178181`|`197091`|`2019-04-22 14:53:02`
`양천구`|`11470`|`201901`|`463608`|`176516`|`2.63`|`228272`|`235336`|`2019-04-22 14:53:02`
`강서구`|`11500`|`201901`|`596862`|`259101`|`2.3`|`289907`|`306955`|`2019-04-22 14:53:02`
`구로구`|`11530`|`201901`|`404049`|`172639`|`2.34`|`200131`|`203918`|`2019-04-22 14:53:02`
`금천구`|`11545`|`201901`|`234153`|`108327`|`2.16`|`119001`|`115152`|`2019-04-22 14:53:02`
`영등포구`|`11560`|`201901`|`368049`|`171649`|`2.14`|`183263`|`184786`|`2019-04-22 14:53:02`
`동작구`|`11590`|`201901`|`397435`|`178106`|`2.23`|`193074`|`204361`|`2019-04-22 14:53:02`
`관악구`|`11620`|`201901`|`501999`|`263109`|`1.91`|`252073`|`249926`|`2019-04-22 14:53:02`
`서초구`|`11650`|`201901`|`433620`|`172893`|`2.51`|`207687`|`225933`|`2019-04-22 14:53:02`
`강남구`|`11680`|`201901`|`542154`|`228980`|`2.37`|`259553`|`282601`|`2019-04-22 14:53:02`
`송파구`|`11710`|`201901`|`670892`|`273084`|`2.46`|`325474`|`345418`|`2019-04-22 14:53:02`
`강동구`|`11740`|`201901`|`426865`|`177245`|`2.41`|`211381`|`215484`|`2019-04-22 14:53:02`
`관악구`|`11620`|`201907`|`502212`|`267243`|`1.88`|`251975`|`250237`|`2019-08-05 09:45:14`
`서초구`|`11650`|`201907`|`431423`|`173032`|`2.49`|`206406`|`225017`|`2019-08-05 09:45:14`
`강남구`|`11680`|`201907`|`542576`|`231093`|`2.35`|`259625`|`282951`|`2019-08-05 09:45:14`
`송파구`|`11710`|`201907`|`678553`|`278256`|`2.44`|`328786`|`349767`|`2019-08-05 09:45:14`
`강동구`|`11740`|`201907`|`425392`|`178147`|`2.39`|`210327`|`215065`|`2019-08-05 09:45:14`
`종로구`|`11110`|`201909`|`151767`|`73942`|`2.05`|`73952`|`77815`|`2019-10-04 14:02:22`
`중구`|`11140`|`201909`|`126409`|`62593`|`2.02`|`62161`|`64248`|`2019-10-04 14:02:22`
`용산구`|`11170`|`201909`|`228830`|`109911`|`2.08`|`110478`|`118352`|`2019-10-04 14:02:22`
`성동구`|`11200`|`201909`|`303158`|`136466`|`2.22`|`148510`|`154648`|`2019-10-04 14:02:22`
`광진구`|`11215`|`201909`|`352692`|`164173`|`2.15`|`171103`|`181589`|`2019-10-04 14:02:22`
`동대문구`|`11230`|`201909`|`346551`|`163606`|`2.12`|`172440`|`174111`|`2019-10-04 14:02:22`
`중랑구`|`11260`|`201909`|`398812`|`181448`|`2.2`|`197927`|`200885`|`2019-10-04 14:02:22`
`성북구`|`11290`|`201909`|`441590`|`191465`|`2.31`|`214094`|`227496`|`2019-10-04 14:02:22`
`강북구`|`11305`|`201909`|`314090`|`143680`|`2.19`|`153356`|`160734`|`2019-10-04 14:02:22`
`도봉구`|`11320`|`201909`|`335280`|`138603`|`2.42`|`163953`|`171327`|`2019-10-04 14:02:22`
`노원구`|`11350`|`201909`|`535282`|`217058`|`2.47`|`259204`|`276078`|`2019-10-04 14:02:22`
`은평구`|`11380`|`201909`|`481663`|`207410`|`2.32`|`232383`|`249280`|`2019-10-04 14:02:22`
`서대문구`|`11410`|`201909`|`310069`|`140007`|`2.21`|`149061`|`161008`|`2019-10-04 14:02:22`
`마포구`|`11440`|`201909`|`373629`|`174181`|`2.15`|`176863`|`196766`|`2019-10-04 14:02:22`
`양천구`|`11470`|`201909`|`459849`|`177339`|`2.59`|`226091`|`233758`|`2019-10-04 14:02:22`
`강서구`|`11500`|`201909`|`593708`|`262108`|`2.27`|`287751`|`305957`|`2019-10-04 14:02:22`
`구로구`|`11530`|`201909`|`406748`|`175844`|`2.31`|`201077`|`205671`|`2019-10-04 14:02:22`
`금천구`|`11545`|`201909`|`233371`|`110072`|`2.12`|`118471`|`114900`|`2019-10-04 14:02:22`
`영등포구`|`11560`|`201909`|`368402`|`174309`|`2.11`|`182913`|`185489`|`2019-10-04 14:02:22`
`동작구`|`11590`|`201909`|`397618`|`180841`|`2.2`|`192829`|`204789`|`2019-10-04 14:02:22`
`관악구`|`11620`|`201909`|`502117`|`268226`|`1.87`|`251923`|`250194`|`2019-10-04 14:02:22`
`서초구`|`11650`|`201909`|`431027`|`173215`|`2.49`|`206185`|`224842`|`2019-10-04 14:02:22`
`강남구`|`11680`|`201909`|`544028`|`232115`|`2.34`|`260305`|`283723`|`2019-10-04 14:02:22`
`송파구`|`11710`|`201909`|`677489`|`278340`|`2.43`|`328073`|`349416`|`2019-10-04 14:02:22`
`강동구`|`11740`|`201909`|`426219`|`178969`|`2.38`|`210593`|`215626`|`2019-10-04 14:02:22`
`종로구`|`11110`|`201910`|`151541`|`73906`|`2.05`|`73826`|`77715`|`2019-11-04 15:08:44`
`중구`|`11140`|`201910`|`126270`|`62608`|`2.02`|`62049`|`64221`|`2019-11-04 15:08:44`
