,종목명,현재가,전일비,등락률,액면가,거래량,상장주식수,시가총액,외국인비율,PER,ROE
453,SIMPAC,"5,000",0,0.00%,500,"120,905","65,430","3,271",3.23,7.60,13.28
454,조광피혁,"49,150",250,-0.51%,"5,000",625,"6,649","3,268",0.35,39.99,1.61
455,ARIRANG 국고채30년액티브,"94,405","1,050",+1.12%,0,73,"3,458","3,265",0.00,N/A,N/A
456,현대퓨처넷,"2,955",5,-0.17%,500,"75,472","110,203","3,256",1.53,422.14,-0.71
457,아이마켓코리아,"9,720",80,-0.82%,500,"42,111","33,429","3,249",7.91,15.33,6.16
458,이리츠코크렙,"5,120",130,+2.61%,500,"40,440","63,342","3,243",1.04,17.36,3.80
459,KODEX 은행,"5,875",35,+0.60%,0,"531,993","55,000","3,231",0.00,N/A,N/A
460,KODEX ESG종합채권(A-이상)액티브,"103,525",0,0.00%,0,0,"3,114","3,224",0.00,N/A,N/A
461,콘텐트리중앙,"16,590",940,+6.01%,"5,000","283,333","19,262","3,196",1.00,-4.96,-23.94
462,한농화성,"20,350",100,+0.49%,500,"266,491","15,637","3,182",1.52,67.61,5.71
463,수산인더스트리,"22,250",50,+0.23%,200,"45,914","14,286","3,179",0.81,6.32,11.47
464,서흥,"27,450","1,100",+4.17%,500,"14,090","11,569","3,176",9.12,11.96,8.40
465,SK증권,671,3,+0.45%,500,"993,326","472,590","3,171",6.55,44.73,1.52
466,KODEX 코스피,"26,340",210,+0.80%,0,"11,448","12,000","3,161",0.09,N/A,N/A
467,한미글로벌,"28,800",400,-1.37%,500,"138,042","10,958","3,156",1.43,12.21,15.11
468,농심홀딩스,"67,800",300,+0.44%,"5,000","1,362","4,638","3,144",1.41,8.38,3.23
469,진원생명과학,"4,020",325,+8.80%,"1,000","6,291,418","77,752","3,126",16.55,-6.69,-19.67
470,지역난방공사,"26,950",0,0.00%,"5,000","4,377","11,579","3,120",0.45,-2.12,-10.55
471,스카이라이프,"6,480",10,+0.15%,"2,500","30,524","47,822","3,099",9.17,23.56,2.77
472,삼진제약,"22,150",50,+0.23%,"1,000","43,848","13,900","3,079",3.04,11.73,N/A
473,동국씨엠,"10,230",480,+4.92%,"5,000","651,562","29,899","3,059",31.55,N/A,N/A
474,잇츠한불,"13,940",680,-4.65%,500,"72,132","21,929","3,057",0.78,-80.58,-1.83
475,도화엔지니어링,"9,040",70,-0.77%,500,"133,486","33,720","3,048",1.85,148.20,0.62
476,히어로즈 CD금리액티브(합성),"100,550",25,+0.02%,0,132,"3,018","3,035",0.00,N/A,N/A
477,메리츠 KIS CD금리투자 ETN,"50,520",0,0.00%,0,0,"6,000","3,031",0.00,N/A,N/A
478,TRUE KIS CD금리투자 ETN,"50,515",0,0.00%,0,0,"6,000","3,031",0.00,N/A,N/A
479,KODEX 국고채3년,"57,705",250,+0.44%,0,"2,783","5,246","3,027",0.03,N/A,N/A
480,락앤락,"6,020",20,+0.33%,500,"56,175","50,200","3,022",76.32,-15.01,-2.38
481,한전산업,"9,270",10,-0.11%,500,"1,730,112","32,600","3,022",1.14,19.39,17.93
482,대원제약,"13,750",100,+0.73%,500,"32,223","21,965","3,020",13.27,9.68,13.59
483,TIGER 미국S&P500선물(H),"51,360",450,+0.88%,0,"179,070","5,825","2,992",0.21,N/A,N/A
484,대한제당,"3,335",0,0.00%,500,"1,503,299","89,697","2,991",2.58,7.83,4.87
485,아세아,"138,000","6,500",+4.94%,"5,000","7,208","2,165","2,987",4.28,3.52,8.89
486,TIGER 중장기국채,"48,770",325,+0.67%,0,"2,976","6,080","2,965",0.07,N/A,N/A
487,현대코퍼레이션,"22,300","1,000",-4.29%,"5,000","164,929","13,229","2,950",9.50,3.62,19.83
488,모토닉,"8,900",10,-0.11%,500,"10,002","33,000","2,937",11.59,15.75,5.06
489,신성통상,"2,040",20,-0.97%,500,"85,985","143,708","2,932",0.98,3.38,25.20
490,웅진씽크빅,"2,530",25,+1.00%,500,"268,336","115,506","2,922",4.84,-361.43,0.85
491,KISCO홀딩스,"18,040",600,+3.44%,"1,000","8,413","16,176","2,918",6.57,3.81,7.99
492,미래에셋 레버리지 원유선물혼합 ETN(H),"7,095",205,+2.98%,0,"40,706","41,000","2,909",0.00,N/A,N/A
493,에스엠벡셀,"2,605",10,-0.38%,500,"493,709","111,252","2,898",1.07,13.64,18.57
494,DL건설,"13,140",20,+0.15%,"5,000","8,740","22,053","2,898",1.69,5.02,5.67
495,이연제약,"16,090",460,+2.94%,500,"40,959","17,999","2,896",0.73,39.44,3.02
496,효성화학,"90,400","4,300",-4.54%,"5,000","29,488","3,190","2,884",4.48,-0.65,-135.41
497,한국쉘석유,"221,500",0,0.00%,"5,000","1,596","1,300","2,880",60.57,10.30,24.02
498,TIGER 리츠부동산인프라,"4,665",45,+0.97%,0,"728,208","61,650","2,876",0.12,N/A,N/A
499,덕양산업,"8,790",250,-2.77%,500,"2,055,054","32,565","2,862",0.93,13.82,22.57
500,한진,"19,050",50,-0.26%,"5,000","16,901","14,948","2,848",5.83,9.70,3.64
501,동국홀딩스,"17,860",60,+0.34%,"5,000","956,192","15,926","2,844",36.87,39.25,14.21
502,TIGER 미국배당다우존스,"10,025",65,-0.64%,0,"540,884","28,300","2,837",0.12,N/A,N/A
